location_id,org_id,name,address,zip_code,service_type,hours,contact_phone,contact_email,contact_web,notes
249,,Salvation Army,"""100 Delaware Street""",18421,Food Pantry,"Monthly 1st Tuesday, noon to 2:00pm",570-229-9598,,,"Open to members of the community residing in service area. Needs based pantry. No income requirements. Hours Monthly 1st Tuesday, noon to 2:00pm | Pre-registration preferred. Drive through Pantry during hours. Fees Services free of charge. Fees Services free of charge. Service area 18413 18421 18430 18470 18820 18842"
250,,St. John Neumann/Good Shepherd Parish,"""705 Route 739""",18428,Food Pantry,"Monthly 3rd Thursday, 9:30am to 10:30am",570-775-6867,,,"No limitations or restrictions. Hours Monthly 3rd Thursday, 9:30am to 10:30am | Walk-ins accepted. Fees Services free of charge. Fees Services free of charge. Service area Pike, PA"
251,,Bristol Borough Community Action,"""99 Wood Street""",19007,Food Pantry,"Tuesday, Wednesday, and Thursday 10am-2pm. Friday 10am-12:30pm",215-785-3296,,,"Must qualify as being in need, ill, or an infant to receive service. Only serves residents of Bucks County. Hours Tuesday, Wednesday, and Thursday 10am-2pm. Friday 10am-12:30pm"
252,,Shepherd's Shelf,"""2211 Mainland Road""",19438,Food Pantry,"Monday 6:30pm-8pm, Tuesday 10am-11am, Wednesday 6:30pm-8pm",215-256-8738,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Monday 6:30pm-8pm, Tuesday 10am-11am, Wednesday 6:30pm-8pm"
253,,Shamokin Water and Spirt Church,"""915 High Road""",17921,Food Pantry,"4th Saturday monthly, 2:00pm to 4:00pm",,,,"Residents of Northumberland County/Ashland Hours 4th Saturday monthly, 2:00pm to 4:00pm"
254,,Lincoln Place Church of the Nazarene,"""1202 Muldowney Avenue""",15207,Food Pantry,"Third Saturday monthly, 8:00am to 9:00am",412-462-2524,,,"Please contact this organization to learn about eligibility criteria. Hours Third Saturday monthly, 8:00am to 9:00am"
255,,Bread Basket of Northeastern Pennsylvania,"""411 Church Street""",18403,Food Pantry,"Tuesday, 10:00am to 12:00pm",570-343-2324,,,"Individual, families residing in Northern Mid-Valley service area. Call for more information. Hours Tuesday, 10:00am to 12:00pm | Stop in during listed food pantry hours. Emergency food by appointment only. Call and leave message for a return call. Fees Services free of charge. Fees Services free of charge. Service area 18403 18407 18411 18421 18433 Archbald, PA Carbondale, PA Clarks Summit, PA Jermyn, PA Mayfield, PA Richmondale, PA Vandling, PA Lackawanna, PA"
256,,Petra Church,"""548 Ranck Road""",17557,Food Pantry,"Monthly 2nd Wednesday, 3:00pm to 8:00pm 2nd Thursday, 5:00pm to 8:00pm",717-354-5394,,,"Residents of Elanco School District Hours Monthly 2nd Wednesday, 3:00pm to 8:00pm 2nd Thursday, 5:00pm to 8:00pm | Call for appointment. Fees Services free of charge Fees Services free of charge Service area 17507 17517 17519 17522 17529 17555 17557 17569 17578 17581 19344 19540 19543"
257,,Salvation Army Aliquippa,"""514 Franklin Avenue""",15001,Food Pantry,Tuesdays 11AM-1PM,724-378-0875,,,Contact organization for information on eligibility. Hours Tuesdays 11AM-1PM
258,,State College Food Bank,"""169 Gerald Street""",16801,Food Pantry,"Monday, 1:00pm to 4:30pm Wednesday and Friday, 1:00pm to 3:30pm",814-234-2310,,,"Residents of Centre County. Hours Monday, 1:00pm to 4:30pm Wednesday and Friday, 1:00pm to 3:30pm | Must be referred by an approved referring agency (see intake website). Call with any questions. Fees Services free of charge. Fees Services free of charge. Service area Centre, PA"
259,,Fountain Gate Church and Ministries,"""1419 Derry Street""",17104,Food Pantry,"Tuesday, 12:00pm to 2:00pm",717-232-0247,,,"Low income Hours Tuesday, 12:00pm to 2:00pm | Call for information Fees Services free of charge Fees Services free of charge Service area Dauphin, PA"
260,,Roulette Food Pantry,"""30 River Street""",16746,Food Pantry,"Monthly 4th Tuesday, 4:00pm to 5:00pm",814-544-8030,,,"Residents of Roulette Township. Hours Monthly 4th Tuesday, 4:00pm to 5:00pm"
261,,Trinity Episcopal Church,"""844 West 4th Street""",17701,Food Pantry,24/7,570-322-0126,,,"No limitations or restrictions. Hours 24/7 | Drop-ins accepted. Fees Services free of charge. Fees Services free of charge. Service area Lycoming, PA"
262,,Salvation Army,"""229 West Mahoning Street""",15767,Food Pantry,Monday through Thursday 9:00am to 3:00pm Closed for federal holidays,814-938-5530,,,"Call for more information. Hours Monday through Thursday 9:00am to 3:00pm Closed for federal holidays, all closings posted | Call or visit in person. Telephones are not answered on the weekend. Fees Services free of charge. Fees Services free of charge. Service area Jefferson, PA"
263,,Willow Grove Seventh Day Adventist Church,"""1576 Fairview Avenue""",19090,Food Pantry,,215-657-8364,,https://willowgroveadventist.org/ministry/feeding,"No limitations or restrictions (215) 657-8364 Voice https://willowgroveadventist.org/ministry/feeding (215) 657-8364 Voice (215) 657-8364 | Call for more information. Fees None Fees None Service area Montgomery, PA"
264,,Society of Saint Vincent de Paul Council of Altoon,"""1523 Adams Avenue""",16601,Food Pantry,"Tuesdays and Thursdays, 8:30am to 10:30am",814-943-7962,,,"Individuals and/or families living in Altoona, Bellwood and Antis Townships with zip codes 16601, 16602, 16603, and 16617. Hours Tuesdays and Thursdays, 8:30am to 10:30am | Those in need may call beforehand to schedule an appointment for a smoother process. Fees Services free of charge Fees Services free of charge Service area 16601 16602 16603 16617"
265,,Northside Common Ministries,"""1601 Brighton Road""",15212,Food Pantry,"Tuesday/Wednesday, 9:30AM-12PM",412-323-1170,,,"Please contact this organization to learn about eligibility criteria. Hours Tuesday/Wednesday, 9:30AM-12PM"
266,,Jenkins Township/Hughestown CEO Monthly Mobile Food Distribution,"""1 James Court""",18640,Food Pantry,"Monthly 2nd Friday, 10:30am to 1:00pm",,,,"Open to all Luzerne County residents in need. Hours Monthly 2nd Friday, 10:30am to 1:00pm (or until food runs out) | Visit in person for drive thru distribution; stay in vehicle and volunteers will place food box in vehicle. Fees Services free of charge. Fees Services free of charge. Service area 18640 Luzerne, PA"
267,,Grace Covenant Church,"""227 Washington Avenue""",17044,Food Pantry,"Second Saturday of the month, 10:00am to 12:00pm",717-247-2656,,https://www.gcclewistown.com/food-ministry,"A) Residents of Mifflin county B) Must meet income guidelines C) Must meet WIC guidelines Hours Second Saturday of the month, 10:00am to 12:00pm | Call for details; drop-ins accepted. Fees Services free of charge Fees Services free of charge Service area Mifflin, PA"
268,,North Hills Community Outreach,"""416 Lincoln Avenue""",15209,Food Pantry,"third Wednesday of the month, 10AM-1PM",412-487-6316,,,"Please contact this organization to learn about eligibility requirements. Hours third Wednesday of the month, 10AM-1PM"
269,,Society of Saint Vincent de Paul Council of Greensburg,"""551 Hyde Park Road""",15656,Food Pantry,First Saturday of each month from 9:00am to 11:30am,724-845-1163,,,"Available to residents throughout the Diocese of Greensburg. Hours First Saturday of each month from 9:00am to 11:30am. | Visit in person for the Our Lady of Grace food pantry. For other food assistance, call the office to find out which Conference might be able to help. Fees Services free of charge Fees Services free of charge Service area Armstrong, PA Fayette, PA Indiana, PA Westmoreland, PA"
270,,Indiana County Community Action,"""398 Church Street""",15701,Food Pantry,"2nd Tuesday, 8:30am-10:00am",724-463-7440,,,"Please contact this organization to learn about eligibility criteria. Hours 2nd Tuesday, 8:30am-10:00am"
271,,AMiracle4Sure,"""1735 State Street""",17103,Food Pantry,"Monday through Friday, 9:00am to 5:00pm",717-232-0100,,,"AReturning citizens (ex-offenders) Residents of Cumberland, Dauphin, Franklin, Juniata, Lancaster, Lebanon, Mifflin, Perry, and York counties Hours Monday through Friday, 9:00am to 5:00pm | Call for appointment. Fees Services free of charge Fees Services free of charge Service area Cumberland, PA Dauphin, PA Franklin, PA Juniata, PA Lancaster, PA Lebanon, PA Mifflin, PA Perry, PA York, PA"
272,,Saint Mark's Church,"""1625 Locust Street""",19103,Food Pantry,"Thursday and Friday, 9:30am to 11:00am",215-735-1416,,,"No limitations or restrictions. Hours Thursday and Friday, 9:30am to 11:00am | Call or visit in person. Fees Services free of charge. Fees Services free of charge. Service area Philadelphia, PA"
273,,Salvation Army North Borough Corps,"""327 South Home Avenue""",15202,Food Pantry,weekdays 9AM-3PM,412-415-1726,,,Please contact the organization to learn eligibility requirements. Hours weekdays 9AM-3PM
274,,Community Center at Visitation,"""2646 Kensington Avenue""",19125,Food Pantry,Monday 9am-12pm,215-426-9422,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Monday 9am-12pm"
275,,York County Food Bank,"""254 West Princess Street""",17404,Food Pantry,"Drive Thru Food Distribution: Monday, 1:00pm to 3:00pm Wednesday, 11:00am to 1:00pm ",717-846-6435,,https://www.yorkfoodbank.org,"County residents Hours Drive Thru Food Distribution: Monday, 1:00pm to 3:00pm Wednesday, 11:00am to 1:00pm | Visit in person to register. Accepts walk-ins at this location (Walkers welcome in the bottom parking lot). Fees Services free of charge Fees Services free of charge Service area York, PA"
276,,Saint Luke's Episcopal Church,"""100 East Washinton Avenue""",18940,Food Pantry,"Monday through Friday, 10:00am to 2:00pm",215-968-2781,,,"Residents of Newton Hours Monday through Friday, 10:00am to 2:00pm | Call, walk-in, visit website Fees Services free of charge Fees Services free of charge Service area Bucks, PA Chester, PA Delaware, PA Montgomery, PA Philadelphia, PA"
277,,Christ the King Orthodox Church,"""465 Main Street""",19007,Food Pantry,"Third Saturday of the month, 9:00am to 11:00am",215-945-2886,,,"Call for appointment Service area Bucks, PA"
278,,Fresh Express Columbia,"""360 Locust Street""",17512,Food Pantry,"Third Friday of each month, 3:00pm to 4:30pm",717-684-1497,,,"Open to individuals and families in the Columbia area making less than 185% of the federal poverty level ($51,338/year for a family of 4). Hours Third Friday of each month, 3:00pm to 4:30pm or until supplies last | Walk-in; Participants check in with volunteers at the registration desk where they are asked to sign a self-declaration of income form before they walk through the cafeteria and select their food items. Fees Services free of charge Fees Services free of charge Service area 17512"
279,,Salvation Army of Pottstown,"""137 King Street""",19464,Food Pantry,"Tuesday through Friday, 10:00am to 2:00pm Sunday, 9:30am to 12:00pm",610-326-1621,,,"Residents of the Pottstown area. Other eligibility for specific services vary; call the center for more information. Transitional housing services are for women exclusively. Hours Tuesday through Friday, 10:00am to 2:00pm Sunday, 9:30am to 12:00pm | Call for more information and visit website for event schedule Fees Call for more information Fees Call for more information Service area Pottstown, PA"
280,,Dorothy Day Center,"""104 Evergreen Drive""",15940,Food Pantry,"Thursdays, 9:00am-11:30am",814-535-3315,,,"Please contact this organization to learn about eligibility criteria. Hours Thursdays, 9:00am-11:30am"
281,,Small Things,"""1300 West Hunting Park Avenue""",19140,Food Pantry,Saturday 10am-11am,,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Saturday 10am-11am"
282,,Coudersport Alliance Church,"""1 Avenue A""",16915,Food Pantry,"Every Tuesday and Thursday, 10:30am to 1:30pm",814-274-8661,,https://www.coudycma.org/food-pantry.html,"Call for more information. Hours Every Tuesday and Thursday, 10:30am to 1:30pm | Call for more information Fees Service free of charge. Fees Service free of charge. Service area Coudersport, PA Genesee, PA"
283,,Salvation Army Chartiers Valley,"""39 West Main Street""",15106,Food Pantry,"1st and 3d Wednesday, 10:00am to 2:00pm",412-276-4757,,,"Please contact this organization to learn about eligibility criteria. Hours 1st and 3d Wednesday, 10:00am to 2:00pm"
284,,Newberry Church of Christ,"""2100 Linn Street""",17701,Food Pantry,"Monthly 1st Thursday, 1:30pm to 4:30pm",570-326-0731,,,"Low income. Hours Monthly 1st Thursday, 1:30pm to 4:30pm And emergency need to call NCC 570-326-0731 | Call, visit website. Fees Services free of charge. Fees Services free of charge. Service area Williamsport, PA Lycoming, PA"
285,,Philadelphia Episcopal Cathedral,"""19 South 38th Street""",19104,Food Pantry,Monday 9:30am-11:30am,,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Monday 9:30am-11:30am"
286,,Salvation Army,"""151 West 15th Street""",19013,Food Pantry,Third Wednesday of every month from 10:00am to 1:00pm,610-874-4266,,,Low income individuals and families in Delaware County Hours Third Wednesday of every month from 10:00am to 1:00pm
287,,The Salvation Army,"""226 Washington Street""",18301,Food Pantry,"Monthly distribution takes place on the 4th Thursday by appointment. Walk-in for emergency pantry: Monday through Friday, 9:00am to 2:00pm",570-421-3050,,https://pa.salvationarmy.org/East-Stroudsburg/monthly-food-pantry,"Must meet income guidelines and must live in the following municipalities of Monroe County: Smithfield and Stroud Townships, Boroughs of East Stroudsburg, Stroudsburg, Delaware Water Gap and parts of Pocono Township. Hours Monthly distribution takes place on the 4th Thursday by appointment. Walk-in for emergency pantry: Monday through Friday, 9:00am to 2:00pm (as needed basis) Daily recovered food distribution: Monday through Friday, 11:00am | Clients must meet eligibility requirements and must be here on their assigned dates and times. Call for an appointment. Fees None Fees None Service area Monroe, PA"
288,,Spring Valley Church of God,"""2727 Old Pricetown Road""",19560,Food Pantry,"3rd Wednesday of each month, 5:00pm to 7:00pm and the following Saturday of each month, 8:00am to 10:00am ",610-929-7969,,,"Low income Hours 3rd Wednesday of each month, 5:00pm to 7:00pm and the following Saturday of each month, 8:00am to 10:00am | Drop-ins accepted Fees Services free of charge Fees Services free of charge Service area Berks, PA"
289,,Penn Asian Senior Services,"""6926 Old York Road""",19126,Food Pantry,Monday through Friday 9am-5pm,215-572-1234,,,"Must qualify as being in need, ill, or an infant to receive service. Hours Monday through Friday 9am-5pm"
290,,Salvation Army,"""1100 Clay Avenue Extension""",15644,Food Pantry,"Monday through Friday, 9:00am to 2:00pm",724-523-3120,,,"Call for requirements regarding specific programs. Hours Monday through Friday, 9:00am to 2:00pm | Call or drop-in. Telephones are not answered on the weekend. Fees Services provided free of charge. Fees Services provided free of charge. Service area 15623 15636 15644 15675 Claridge, PA Harrison City, PA Jeannette, PA Penn, PA"
291,,Pleasureville United Methodist Church,"""2606 North Sherman Street""",17406,Food Pantry,"Monthly 3rd Wednesday, by appointment",717-757-3216,,,"Residents of zip codes 17318, 17402, 17404, 17406, 17408, and 17415 Hours Monthly 3rd Wednesday, by appointment | Call for appointment. Fees Services free of charge. Fees Services free of charge. Service area 17318 17402 17404 17406 17408 14715 York, PA"
292,,Hawley United Methodist Church,"""315 Church Street""",18428,Food Pantry,"Monthly 1st Saturday, 11:30am to 12:30pm",570-226-3875,,,"No limitations or restrictions. Hours Monthly 1st Saturday, 11:30am to 12:30pm | Drop-ins accepted. Fees Services free of charge. Fees Services free of charge. Service area Hawley, PA Wayne, PA"
293,,Central Pennsylvania Food Bank,"""3301 Wahoo Drive""",17701,Food Pantry,"Monday through Thursday, 8:00am to 4:30pm Friday, 8:00am to 3:00pm",570-321-8023,,https://www.centralpafoodbank.org,"Seniors 60 years of age or older whose total household income does not exceed the listed guidelines. Hours Monday through Thursday, 8:00am to 4:30pm Friday, 8:00am to 3:00pm | Call for information, visit website Fees Services free of charge Fees Services free of charge Service area Bradford, PA Clinton, PA Columbia, PA Luzerne, PA Lycoming, PA Montour, PA Northumberland, PA Snyder, PA Sullivan, PA Tioga, PA Union, PA"
294,,Clintonville Food Pantry,"""135 Irwin Street""",16372,Food Pantry,"Monthly 3rd Saturday, 8:00am to 10:00am",814-385-6434,,,"Residents of Venango County. Hours Monthly 3rd Saturday, 8:00am to 10:00am"
295,,Islamic Center of Pittsburgh,"""4100 Bigelow Boulevard""",15213,Food Pantry,"3rd Saturday monthly, 10:30am to 12:00pm",412-682-5555,,,"Please contact this organization to learn about eligibility criteria. Hours 3rd Saturday monthly, 10:30am to 12:00pm"
296,,Salvation Army,"""30 East King Street""",17401,Food Pantry,By appointment only,717-848-9724,,,"Residents can use the service once every 30 days. Hours By appointment only | Call 717-848-9724 ONLY ON Mondays or Wednesdays at 9:00am until all appointments are scheduled. Please Note: Phone line is extremely busy. There is only one line and one person making appointments. Monday appointments are for Tuesday's distribution. Wednesday's appointments are for Thursday's distribution. Fees Services free of charge Fees Services free of charge Service area York, PA"
297,,Moxham Food Pantry,"""550 Central Avenue""",15902,Food Pantry,"Tuesday and Thursday, 8:00 to am to 3:00pm",814-288-9979,,https://www.goodwill.org/mission/moxham-food-pantry-store/,"Residents of Hornerstown, Krings, Lorain Borough, Moxham, Riverside, and portions of Belmont and Ferndale (on the lower part of Franklin Street). Must be at or below 185% of the federal poverty levels for future 2024-2025 for your household size. Hours Tuesday and Thursday, 8:00 to am to 3:00pm | Call or visit in person to determine eligibility and register. Fees Service is provided free of charge. Fees Service is provided free of charge. Service area 15902 15904 15905"
298,,HandUp Foundation,"""262 Willow Street""",17847,Food Pantry,"First and second Wednesday monthly, 9:00am to 3:00pm",570-742-3000,,,"Income guidelines apply. Families may only be registered with one food bank at a time. Hours First and second Wednesday monthly, 9:00am to 3:00pm | Interested Milton School District residents should come to the Food Bank during a regular distribution day and fill out an application. Fees Service free of charge. Fees Service free of charge. Service area Northumberland, PA"
